indicator_data year,ISO Country code_,surface area (Km2)_,population_2017,population_2018,population_2019,population_2020,population_2021,,GINI index_varies by country,happy planet index_2016,happy planet index_2017,happy planet index_2018,happy planet index_2019,happy planet index_2020,human development index_2017,human development index_2018,human development index_2019,human development index_2020,human development index_2021,sustainable economic development assessment (SEDA)_2018,,GDP growth(annual %)_2017,GDP growth(annual %)_2018,GDP growth(annual %)_2019,GDP growth(annual %)_2020,GDP growth(annual %)_2021,GDP ($ USD billions PPP)_2018,GDP ($ USD billions PPP)_2019,GDP ($ USD billions PPP)_2020,GDP ($ USD billions PPP)_2021,GDP per capita in $ (PPP)_2018,GDP per capita in $ (PPP)_2019,GDP per capita in $ (PPP)_2020,GDP per capita in $ (PPP)_2021,Economic Growth_2018,Economic Growth_2021,,health expenditure % of GDP_2014,health expenditure % of GDP_2015,health expenditure % of GDP_2016,health expenditure % of GDP_2017,health expenditure % of GDP_2018,health expenditure % of GDP_2019,health expenditure % of GDP_2020,health expenditure % of GDP_2021,health expenditure per person_2015,health expenditure per person_2018,health expenditure per person_2019,infant mortality_2020,"maternal mortality per 100,000 live births_2017",,education expenditure% of GDP_2014,education expenditure% of GDP_2018,education expenditure% of GDP_2021,Education as % of GDP_2018,Education as % of GDP_2021,% of primary school aged kids out of school_2018,% of primary school aged kids out of school_2021,,unemployment (%)_2017,unemployment (%)_2018,unemployment (%)_2019,unemployment (%)_2020,unemployment (%)_2021,% of population in extreme poverty_2021,% of population with access to electricity_2020,,political rights score_2018,political rights score_2022,civil liberties score_2018,civil liberties score_2022,political stability and absence of violence_2017,political stability and absence of violence_2021,government effectiveness_2017,government effectiveness_2021,regulatory quality_2017,regulatory quality_2021,rule of law_2017,rule of law_2021,control of corruption_2017,control of corruption_2021,judicial effectiveness score_2018,judicial effectiveness score_2022,government integrity score_2018,government integrity score_2022,overall economic freedom score_2017,overall economic freedom score_2022,financial freedom score_2018,financial freedom score_2022,government expenditure (% of GDP)_2018,,CO2e emissions per capita_2015,CO2e emissions per capita_2016,CO2e emissions per capita_2017,CO2e emissions per capita_2018,CO2e emissions per capita_2019,share of electricity from renewables generation_2015,,% of seats held by women in national parliaments_2017,% of seats held by women in national parliaments_2018,% of seats held by women in national parliaments_2019,% of seats held by women in national parliaments_2020,% of seats held by women in national parliaments_2021,Military Spending as % of GDP_2017,Military Spending as % of GDP_2018,Military Spending as % of GDP_2019,Military Spending as % of GDP_2020,Military Spending as % of GDP_2021
Equatorial Guinea,GNQ,"14,50,694","15,02,091","15,53,031","15,96,049","16,34,466","28,051",,-,-,-,-,-,-,0.59,0.6,0.61,0.6,0.6,-,,-5.67,-12.2,-5.48,-0.95,-0.95,26.7,25.2,24.2,23.9,20873.04,19385.41,18157.51,18127.19,-6.24,-0.95,,-,-,-,-,-,-,-,-,790,310.6,254.9,3.6,301,,-,-,-,-,-,-,-,,8.65,7.3,8.68,9.9,9.24,-,66.75,,1,0,6,5,-0.15,-0.29,-1.44,-1.16,-1.4,-1.71,-1.49,-1.2,-1.83,-1.57,17.6,6.9,26.2,6.5,42,47.2,30,30,36.1,,4.88,4.76,4,4.28,3.95,0.46,,24,20,21,21,23,136.2,149.5,148.6,162.4,170.2
Eritrea,ERI,"33,96,933","34,45,374","34,98,818","35,55,868","36,20,312","1,01,000",,-,-,-,-,-,-,0.44,0.49,0.5,0.49,0.49,-,,-,4.8,-,-,-,0,0,0,0,-,-,-,1628.8,-,-,,-,-,-,-,-,-,-,-,56,24,25.3,2.7,480,,-,-,-,-,-,47.35,-,,5.94,7.3,5.99,7.86,8.05,-,52.17,,1,1,2,2,-0.66,-1.01,-1.73,-1.68,-2.2,-2.27,-1.56,-1.57,-1.2,-1.24,13.8,3.9,23.4,11.1,41.7,39.7,20,20,28.5,,0.19,0.2,0.21,0.25,0.25,0.01,,22,22,22,-,22,-,-,-,-,-
Estonia,EST,"13,17,384","13,21,977","13,26,898","13,29,522","13,30,932","42,388",,34.8,17.9,35.7,35.3,34.4,38.9,0.87,0.89,0.9,0.89,0.89,70.8,,5.79,1.1,3.74,8.35,8.01,46.4,48.3,46.9,50.8,36249.36,37851.3,37645.22,42191.51,4.13,8.35,,4.39,5.14,5.16,4.96,5.26,-,-,5.26,"1,887",1552.6,1598.8,35.4,9,,-,5.26,-,5.26,-,2.16,-,,5.76,6.9,4.45,6.8,6.33,0.3,100,,38,38,56,56,0.66,0.76,1.12,1.38,1.64,1.56,1.28,1.43,1.24,1.54,83.9,92.3,75.7,83.9,78.8,80,80,70,39.8,,11.81,12.15,12.68,11.59,7.67,0.17,,26.7,26.73,30,28.7,25.74,537.4,614.9,637,718.1,764
Eswatini,SWZ,"11,51,390","11,60,428","11,69,613","11,80,655","11,92,271","17,204",,50.4,15.5,-,33.3,35.3,-,0.59,0.61,0.62,0.61,0.6,-,,2.03,1.7,2.7,7.43,7.88,9.7,9.9,9.8,10.5,8725.11,9018.12,8865.02,9815.81,2.38,7.43,,7.07,5.36,5.41,6.14,5.68,5.65,5.34,5,-,298.1,264.1,-,437,,-,5.68,5,5.68,5,16.35,-,,22.75,25.3,22.84,25.51,25.76,-,79.73,,1,1,15,16,-0.3,-0.03,-0.58,-0.73,-0.56,-0.58,-0.29,-0.56,-0.3,-0.65,35.3,36.9,26.9,32.1,55.9,51.4,40,40,34.1,,0.68,0.74,0.77,0.78,0.84,0.54,,6.2,7.25,7,9.6,9.59,87.8,95.9,86.5,75,81.1
Ethiopia,ETH,"10,81,97,950","11,11,29,438","11,41,20,594","11,71,90,911","12,02,83,026","10,00,000",,33,26.7,41.6,43.2,41.7,45.4,0.46,0.49,0.5,0.5,0.5,32.3,,9.56,10.2,8.36,5.64,5.64,229.8,249,264.1,278.9,2153.77,2315.16,2422.68,2599.74,6.82,5.64,,4.6,4.74,5.06,5.65,5.07,-,-,5.07,66,24.3,26.7,3.2,401,,-,5.07,-,5.07,5.07,-,12.79,,2.3,5.7,2.33,3.24,3.69,-,51.09,,4,12,8,11,-1.69,-2.07,-0.7,-0.61,-1.01,-0.93,-0.45,-0.61,-0.56,-0.4,37.6,20.5,37.7,33.2,52.8,49.6,20,20,17.7,,0.13,0.14,0.15,0.16,0.16,1,,38.8,38.76,39,38.8,42.59,513.8,517,536,504.1,487.8
Fiji,FJI,"9,19,019","9,18,996","9,18,465","9,20,422","9,24,610","18,274",,-,-,-,-,-,-,0.74,0.75,0.75,0.74,0.73,49,,5.35,4.3,-0.58,-4.08,-5.11,12.2,12.2,10.3,9.9,14176.91,14261.83,12158.24,12059.78,3.81,-4.08,,4.27,4.81,4.84,4.65,4.84,5.07,-,5.07,331,216.1,235.7,3.4,34,,-,4.84,5.07,4.84,5.07,-,1.18,,4.28,7.9,4.45,4.72,5.24,0.2,100,,24,23,35,35,0.79,0.67,0.09,0.62,-0.22,0,-0.25,0.31,0.36,0.47,47.1,43.4,34.8,54.3,62,56.4,50,50,32.6,,1.5,1.66,1.8,1.77,1.83,0.46,,16,19.61,20,19.6,21.57,75.3,81.4,79,72.2,70.5
Finland,FIN,"55,08,214","55,15,525","55,21,606","55,29,543","55,41,017","3,03,815",,27.2,31.3,51,51.2,51.3,54.6,0.92,0.94,0.94,0.94,0.94,81.3,,3.19,0.4,1.22,3.47,2.97,265,268.3,262.1,271.2,49580.61,50321.54,50937.16,55006.65,1.14,3.47,,7.1,7.03,6.85,6.36,6.28,-,-,6.28,"3,669",4515.7,4450.3,23,3,,7.15,6.28,-,6.28,-,1.33,-,,8.64,9,6.69,7.76,7.53,-,100,,40,40,60,60,1.07,0.98,1.94,1.96,1.82,1.9,2.03,2.06,2.22,2.27,82.7,97.8,89.8,96.4,74.1,78.3,80,80,57.1,,7.81,8.32,7.81,8.08,7.37,0.46,,42,42,47,46,46,3431.1,3756.9,3629.6,4087.5,5903.5
France,FRA,"6,69,18,020","6,71,58,348","6,73,88,001","6,75,71,107","6,77,49,632","5,49,970",,29.3,30.4,50.6,51.2,51.8,54.4,0.9,0.9,0.91,0.9,0.9,73.9,,2.29,1.1,1.84,6.96,6.82,"3,038.60","3,094.60","2,851.60","3,050.10",46576.6,49072.36,46991.18,50728.67,1.87,6.96,,-,-,-,5.45,5.41,-,-,5.41,"4,542",4657.8,4491.7,-,8,,5.52,5.41,-,5.41,-,0.01,-,,9.41,10,8.41,8.01,8.06,-,100,,38,38,52,51,0.21,0.37,1.35,1.27,1.16,1.24,1.44,1.29,1.26,1.31,72.7,85.5,65.1,75.9,63.9,65.9,70,70,57,,4.68,4.7,4.75,4.57,4.47,0.17,,39,39.58,40,39.5,39.51,49195.7,51409.8,50118.9,52747.1,56647
Gabon,GAB,"21,40,215","21,92,012","22,42,785","22,92,573","23,41,179","2,57,667",,42.2,17.5,39.5,39.3,39.9,-,0.7,0.71,0.71,0.71,0.71,40.9,,0.47,4,3.92,1.51,1.46,31.2,32.5,31.9,32.4,15095.93,15576.64,15105.13,15597.52,0.84,1.51,,2.67,2.99,2.66,3.33,2.93,2.73,3.18,3.18,481,218.5,215,3.6,252,,-,2.93,3.18,2.93,3.18,-,-,,20.72,18.5,20.74,21.97,22.26,-,91.57,,4,3,19,18,-0.09,-0.09,-0.94,-0.78,-0.79,-0.81,-0.68,-0.7,-0.81,-0.85,27.8,18.6,33.4,24.4,58,55.8,40,40,22.6,,3.02,3.08,2.49,2.34,2.42,0.45,,17.1,-,18,14.8,16.2,-,-,-,-,-
"Gambia, The",GMB,"23,81,182","24,44,916","25,08,883","25,73,995","26,39,916","10,120",,50.2,-,-,-,-,-,0.46,0.5,0.5,0.5,0.5,-,,4.82,4.4,6.22,5.63,4.27,4.9,5.2,5.2,5.5,2209.63,2320.31,2276.65,2433.9,7.23,5.63,,2.23,2.16,2.02,2.46,2.37,2.79,2.76,2.76,-,35.8,29.7,51.4,597,,-,2.37,2.76,2.37,2.76,18.19,13.63,,9.48,29.7,9.5,11.08,11.21,-,62.27,,20,21,21,26,-,0.18,-,-0.64,-,-0.87,-,-0.39,-,-0.36,38.8,37.2,36.8,38.1,52.3,58,50,50,29.4,,0.24,0.23,0.23,0.22,0.25,-,,10.3,10.34,10,8.6,8.62,-,-,-,-,-
Georgia,GEO,"37,28,004","37,26,549","37,20,161","37,22,716","37,08,610","69,700",,40.1,31.1,42.6,43.4,44.3,45.7,0.78,0.8,0.81,0.8,0.8,55.4,,4.84,2.8,4.98,10.36,10.47,53.1,55.8,52,57.4,14593.92,15621.87,14731.2,16997.15,4.84,10.36,,3,3.16,3.59,3.57,3.52,3.81,3.85,3.85,718,312.7,291.1,33,25,,-,3.52,3.85,3.52,3.85,0.79,0.62,,13.94,11.6,11.57,18.5,10.66,1.5,100,,26,22,38,36,-0.37,-0.42,0.57,0.65,1.05,1.06,0.33,0.17,0.74,0.69,64.2,56.4,61.8,64.4,76.2,71.8,60,70,29.8,,2.47,2.59,2.61,2.57,2.72,0.79,,16,16,15,20.7,19.33,321.1,333.9,310.6,287.9,302.1
Germany,DEU,"8,26,57,002","8,29,05,782","8,30,92,962","8,31,60,871","8,31,96,078","3,48,672",,27,29.8,51.7,52.5,52.7,56.8,0.94,0.95,0.95,0.94,0.94,79.6,,2.68,1.5,1.06,2.89,2.63,"4,434.40","4,481.20","4,276.40","4,400.10",55235.37,55652.89,54844.55,57927.59,1.09,2.89,,4.92,4.86,4.84,4.87,4.98,-,-,4.98,"5,357",5482,5440.3,47.2,7,,4.93,4.98,-,4.98,-,0.69,-,,3.75,4.3,3.14,3.81,3.54,-,100,,39,39,55,55,0.58,0.76,1.72,1.33,1.78,1.63,1.61,1.61,1.84,1.81,78,95.3,75.3,89.4,74.2,76.1,70,70,44.2,,9.09,9.07,8.86,8.54,7.91,0.32,,37,30.75,31,31.2,34.92,42210.3,46423,49007.5,53211,56017
Ghana,GHA,"3,02,22,262","3,08,70,641","3,15,22,290","3,21,80,401","3,28,33,031","2,27,533",,42.3,21.4,42.6,39.7,39.5,42.2,0.59,0.62,0.63,0.63,0.63,40.2,,8.13,3.5,6.51,5.36,5.36,158.2,168.5,169.4,178.5,5442.24,5773.86,5749.66,6178.29,6.2,5.36,,4.4,4.43,4.39,3.53,3.89,-,-,3.89,249,76.8,75.3,-,308,,6.16,3.89,-,3.89,-,3.62,5.98,,4.22,5.8,4.32,4.65,4.7,-,85.87,,37,35,46,45,0.09,0.07,-0.11,-0.15,-0.14,-0.2,0.13,-0.08,-0.23,-0.11,43.7,57,32.9,45.4,56,59.8,60,60,26.5,,0.55,0.54,0.56,0.61,0.66,0.52,,12.7,12.73,13,13.1,14.55,189.1,218.4,233.3,239.9,298.3
Greece,GRC,"1,07,54,679","1,07,32,882","1,07,21,582","1,06,98,599","1,06,41,221","1,30,647",,36.7,23.6,43.6,45.3,48.8,51.5,0.87,0.89,0.89,0.89,0.89,64.1,,1.09,-0.2,1.88,8.34,8.43,312.8,318.4,289.7,313.8,29617.55,30356.27,27948.65,31295.15,1.67,8.34,,-,3.66,-,3.48,3.6,-,-,3.6,"2,204",1572.7,1500.6,14.5,3,,-,3.6,-,3.6,-,1.43,0.89,,21.49,23.9,17.31,16.3,14.8,0.4,100,,35,37,50,50,-0.13,0.15,0.31,0.44,0.24,0.44,0.08,0.35,-0.14,0.21,59,69.9,37.9,52.3,57.3,61.5,40,50,51.3,,6.29,6.2,6.21,6.06,5.6,0.3,,18.3,18.67,21,21.7,21.67,5088.2,5757.1,5471.6,5301.4,8079.9
Guatemala,GTM,"1,60,87,418","1,63,46,950","1,66,04,026","1,68,58,333","1,71,09,746","1,07,159",,53,34.2,58.1,60.2,57.9,-,0.65,0.64,0.64,0.64,0.63,42.5,,3.08,4,4,7.53,7.98,138.3,143.7,141.5,152.1,8664.33,9018.52,8852.95,9769.24,3.32,7.53,,2.99,3.03,2.94,2.95,3.14,3.2,3.3,3.3,444,259.6,271,-,95,,2.94,3.14,3.3,3.14,3.3,10.63,10.55,,2.46,2.4,2.19,3.55,3.57,-,97.06,,23,21,33,30,-0.57,-0.39,-0.64,-0.75,-0.26,-0.32,-1.06,-1.09,-0.74,-1.17,33.1,36.9,27.3,26.5,63.4,63.2,50,50,12.5,,1.05,1.11,1.03,1.12,1.16,0.62,,12.7,12.66,19,19.4,19.38,275,273.1,331.9,342.8,341.8
Guinea,GIN,"1,22,40,789","1,25,54,864","1,28,77,539","1,32,05,153","1,35,31,906","2,45,717",,39.4,-,38.6,40.9,38.1,-,0.46,0.46,0.47,0.47,0.47,28.3,,10.3,0.1,5.62,3.12,3.9,31,32.8,34.3,35.4,2559.43,2674.63,2754.42,2878.59,6.36,3.12,,2.42,2.52,2.54,2.32,2.38,1.85,2.2,2.2,57,35.7,43,34.7,576,,2.42,2.38,2.2,2.38,2.2,-,14.46,,4.91,6.8,5.02,6.1,6.34,3.1,44.67,,17,10,24,24,-0.61,-0.97,-1.04,-0.92,-0.84,-0.96,-1.23,-1.13,-1.01,-1,28.2,27.8,26.9,25.6,52.2,54.2,40,40,25.4,,0.22,0.24,0.27,0.3,0.31,0.5,,21.9,21.93,23,16.7,17,-,-,-,-,-
Guinea-Bissau,GNB,"18,79,826","19,24,955","19,70,457","20,15,828","20,60,721","28,120",,-,-,-,-,-,-,0.46,0.48,0.49,0.48,0.48,-,,5.92,4.8,4.5,3.8,3.8,3.6,3.7,3.6,3.8,1947.37,2021.14,1948.64,2057.1,1.28,3.8,,2.2,2.3,2.3,2.2,2.14,2.95,2.71,2.71,100,61.2,62.6,58.3,667,,-,2.14,2.71,2.14,2.71,-,-,,5.99,6.5,6.04,6.74,6.76,4.7,33.34,,16,17,25,26,-0.6,-0.28,-1.77,-1.42,-1.18,-1.26,-1.44,-1.44,-1.56,-1.3,53.5,14,27.3,15.9,56.9,46,30,30,21.9,,0.16,0.17,0.16,0.17,0.17,-,,13.7,13.73,14,13.7,13.73,19,21.2,22.6,23.3,26.3
Guyana,GUY,"7,63,252","7,85,514","7,98,753","7,97,202","8,04,567","1,96,849",,44.6,-,-,-,-,-,0.65,0.7,0.71,0.72,0.71,42.8,,3.73,3,5.35,19.93,20.06,9.7,10.2,14.7,17.6,12775.67,13634.31,19702.97,24493.71,4.44,19.93,,4.36,3.9,4.74,4.66,4.45,-,-,4.45,336,301.4,325.9,4.1,169,,-,4.45,-,4.45,-,-,-,,13.75,11.4,13.99,16.43,16.42,-,92.54,,32,30,42,43,-0.04,-0.14,-0.29,-0.24,-0.39,-0.52,-0.29,-0.4,-0.51,-0.17,42.5,47.4,34.8,41.5,58.7,59.5,30,30,31.2,,2.75,3.27,3.24,3.3,3.64,-,,31.9,31.88,32,35.7,35.71,-,-,-,-,-
Haiti,HTI,"1,08,63,543","1,10,12,421","1,11,60,438","1,13,06,801","1,14,47,569","27,560",,60.8,28.6,39.2,37.9,38.2,-,0.5,0.54,0.54,0.54,0.54,24.2,,2.51,1,-1.68,-1.8,-1.8,35.2,34.6,33.5,32.9,3240.92,3203.04,3094.94,3127.42,1.67,-1.8,,1.75,1.86,1.4,1.5,1.63,-,-,1.63,120,63.1,57,3.4,480,,-,1.63,-,1.63,-,-,-,,13.88,13.2,13.91,15.45,15.73,-,46.93,,17,11,24,22,-0.7,-1.1,-2.06,-2.19,-1.32,-1.32,-1.09,-1.25,-1.24,-1.42,42.5,18.6,24.6,14.3,55.8,50,30,30,21.9,,0.31,0.31,0.31,0.3,0.29,0.08,,2.5,2.54,3,-,-,7.4,14,11.3,26.4,20.9
Honduras,HND,"96,26,842","97,92,850","99,58,829","1,01,21,763","1,02,78,345","1,11,890",,47.1,27.2,58.6,57.6,57.7,-,0.62,0.62,0.63,0.62,0.62,41.9,,4.84,3.6,2.65,12.53,12.53,54.5,55.9,50.9,57.3,5816.07,5978.27,5419.79,6252.57,3.84,12.53,,7.09,6.41,5.16,4.94,6.06,4.91,6.44,6.44,353,180.9,187.6,45.6,65,,-,6.06,6.44,6.06,6.44,15.7,-,,5.53,6.3,5.7,8.37,8.51,4.3,93.21,,20,21,26,26,-0.55,-0.61,-0.51,-0.78,-0.44,-0.52,-1.05,-1.07,-0.72,-1.07,34.5,29,28.2,25.4,60.6,59.5,60,60,27.9,,1.07,1,0.96,1.03,1.05,0.44,,25.8,21.09,21,21.1,27.34,398.5,385.3,407.4,350.4,438.1
Hungary,HUN,"97,87,966","97,75,564","97,71,141","97,50,149","97,09,891","89,608",,28.2,26.4,47.6,45.9,45.4,45.7,0.84,0.85,0.85,0.85,0.85,66.1,,4.27,2.9,4.86,7.1,7.12,304.2,318.1,303.9,325.5,62513.96,62103.41,58980.01,65972.56,5.36,7.1,,4.6,4.49,4.61,4.61,4.62,-,-,4.62,"1,912",1074,1062.4,17.3,12,,4.63,4.62,-,4.62,-,2.43,2.47,,4.16,5.2,3.42,4.25,4.12,0.1,100,,28,26,44,43,0.81,0.86,0.51,0.63,0.65,0.5,0.53,0.53,0.09,0.04,57.1,62.2,36.4,44.4,66.7,66.9,70,70,48.5,,4.41,4.51,4.74,4.75,4.75,0.12,,10.1,12.56,13,12.1,13.07,1463,1791.5,2051.1,2771.2,2777.1
Iceland,ISL,"3,43,400","3,52,721","3,60,563","3,66,463","3,72,520","1,00,250",,28,31.1,46.4,46.9,48,53.7,0.94,0.96,0.96,0.96,0.96,83.7,,4.19,4,2.42,3.7,4.4,20,20.5,19.2,19.9,31913.07,33514.94,33274.35,36752.52,4.89,3.7,,7.64,7.46,7.43,7.58,7.56,-,-,7.56,"4,116",6565.9,6275,2.9,4,,-,7.56,-,7.56,-,4.44,5.47,,2.74,3.8,3.51,5.48,5.4,-,100,,37,37,58,57,1.37,1.37,1.45,1.64,1.43,1.53,1.61,1.75,1.84,1.79,72.6,94.8,77.3,85.3,77,77,70,70,43.1,,6.23,4.86,4.86,4.82,4.55,1,,47.6,38.1,38,38.1,47.62,0,0,0,0,0
India,IND,"1,35,41,95,680","1,36,90,03,306","1,38,31,12,050","1,39,63,87,127","1,40,75,63,842","29,73,193",,35.2,29.2,42,40.3,36.4,43.8,0.64,0.65,0.65,0.64,0.63,40,,6.8,7.3,3.74,8.95,8.68,"8,811.10","9,140.50","8,537.60","9,301.50",6669.62,6971.69,6525.43,7333.51,6.45,8.95,,-,4.11,4.25,4.31,4.36,4.41,4.47,4.47,238,60.3,63.7,-,145,,-,4.36,4.47,4.36,4.47,-,5.37,,5.36,3.5,5.27,8,5.98,1.8,99,,35,33,42,33,-0.83,-0.62,0.09,0.28,-0.25,-0.08,0,-0.08,-0.24,-0.29,54.3,51.5,47.2,42.4,54.5,53.9,40,40,27.3,,1.63,1.64,1.71,1.79,1.8,0.15,,11.8,11.81,14,14.4,14.44,64559.4,66257.8,71468.9,72937.1,76598
Indonesia,IDN,"26,44,98,852","26,70,66,843","26,95,82,878","27,18,57,970","27,37,53,191","18,11,569",,36.8,35.7,48.3,49.7,49.6,-,0.69,0.71,0.72,0.71,0.71,46.4,,5.07,4.8,5.02,3.69,3.69,"3,043.90","3,196.70","3,130.60","3,246.20",11643.4,12310.63,12072.44,12904.34,5.17,3.69,,3.29,3.58,3.5,2.67,3,2.84,-,2.84,369,111.7,120.1,42.6,177,,3.29,3,2.84,3,2.84,5.62,-,,3.88,5.6,3.62,4.28,4.41,0.5,96.95,,30,30,34,29,-0.51,-0.51,0.04,0.38,-0.11,0.3,-0.35,-0.22,-0.25,-0.43,45.2,43.2,42.8,39.9,64.2,64.4,60,60,17.6,,1.89,1.84,1.96,2.16,2.29,0.11,,19.8,19.82,17,20.3,21.04,8797.5,7493.7,8154.2,9387,8259.3
Iran,IRN,"8,45,05,076","8,56,17,562","8,65,64,202","8,72,90,193","8,79,23,432","15,31,595",,44.5,24,41.3,38.8,43.6,41.9,0.8,0.79,0.78,0.78,0.77,48,,2.76,-2.3,-2.66,1.76,4.72,"1,252.50","1,235.70","1,257.50","1,319.30",15677.43,15532.52,15791.16,16484.1,-2.25,1.76,,2.8,2.8,3.37,3.79,3.96,3.66,3.59,3.59,"1,262",484.3,470.4,21.3,16,,2.8,3.96,3.59,3.96,3.59,-,0.14,,12.23,11.3,10.74,12.17,11.46,0.2,100,,7,4,11,10,-0.93,-1.62,-0.19,-0.86,-1.2,-1.62,-0.68,-0.95,-0.81,-1.1,35.3,29.4,32.6,19.8,50.9,42.4,10,10,17.2,,7.33,7.29,7.41,7.45,7.6,0.05,,5.9,5.88,6,5.6,5.59,13931.2,11230.9,12528.5,15825.1,24589.1
Iraq,IRQ,"3,96,21,162","4,05,90,700","4,15,63,520","4,25,56,984","4,35,33,592","4,37,367",,-,26.5,42.4,45.4,45.3,45.1,0.69,0.69,0.7,0.68,0.69,37,,-1.82,2.4,5.51,2.78,2.78,405.7,428.1,379.6,390.2,10808.21,11349.4,9954.35,10408.94,2.63,2.78,,-,4.49,4.71,-,-,-,-,-,481,239.4,253.3,1.5,79,,-,-,-,-,-,-,-,,13.02,16,12.86,14.09,14.19,-,100,,16,16,15,13,-2.33,-2.4,-1.27,-1.29,-1.2,-1.11,-1.64,-1.73,-1.37,-1.25,11.4,-,23.4,-,-,-,-,-,42.7,,3.53,3.68,3.91,4.02,4.44,0.04,,25.3,25.23,25,26.4,28.88,7416.4,6318,7598.8,5649.4,4728.2
Ireland,IRL,"48,07,388","48,67,316","49,34,340","49,85,382","50,33,165","68,883",,31.3,30,50.9,49.9,51.1,52.1,0.94,0.94,0.94,0.94,0.95,80.3,,9.01,7.8,5.44,13.48,13.59,407.5,427.6,452.6,513.7,84555.63,87379.69,93350.09,106455.75,9.03,13.48,,4.88,3.76,3.74,3.51,3.39,-,-,3.39,"5,335",5484.2,5428.6,11.1,5,,-,3.39,-,3.39,-,0,0.14,,6.71,8.1,4.95,5.62,6.63,-,100,,39,39,57,58,1.02,0.86,1.29,1.5,1.59,1.56,1.43,1.53,1.55,1.65,79,93,79,80.7,80.4,82,70,70,31.9,,7.88,8.16,7.86,7.74,7.25,0.3,,22.2,22.15,22,22.5,22.5,1025.1,1107.1,1112.7,1144.4,1267.7
Israel,ISR,"87,13,300","88,82,800","90,54,000","92,15,100","93,64,000","20,330",,42.8,28.8,50.6,47.3,48.2,50.1,0.9,0.92,0.92,0.92,0.92,66.5,,4.28,2.6,4.16,8.19,8.61,354.5,367.8,359.9,389.4,39906.12,40004.03,39489.28,43721.62,3.98,8.19,,5.77,5.86,5.86,6.06,6.11,-,-,6.11,"2,819",3329.2,3456.4,2.5,3,,5.74,6.11,-,6.11,-,0.31,0.5,,4.22,5.6,3.8,4.33,5.05,0.2,100,,36,34,43,42,-0.88,-1.06,1.39,1.29,1.27,1.21,1.02,0.94,0.83,0.86,83.1,85,61.2,65.2,72.2,68,70,70,40.1,,7.89,7.6,7.53,6.88,6.92,0.02,,27.5,27.5,23,27.5,28.33,19357,19899.8,20339.2,21816.6,24341
Italy,ITA,"6,05,36,709","6,04,21,760","5,97,29,081","5,94,38,851","5,91,09,668","2,94,140",,31.9,28.1,49.5,51.2,50.7,52.6,0.88,0.89,0.9,0.89,0.9,69.1,,1.67,0.8,0.48,6.64,6.74,"2,540.50","2,553.20","2,322.80","2,477.10",43036.24,44376.16,41987.82,45936,0.93,6.64,,4.06,4.07,3.82,4.04,4.26,-,-,4.26,"3,351",3000.7,2905.5,11.4,2,,4.08,4.26,-,4.26,-,3.15,3.5,,11.21,11.5,9.95,9.16,9.83,1,100,,36,36,53,54,0.24,0.58,0.5,0.36,0.7,0.55,0.32,0.27,0.19,0.54,60.9,78.6,40.1,57.3,62.5,65.4,50,50,50.3,,5.56,5.5,5.44,5.38,5.31,0.41,,31,35.71,36,35.7,35.71,26447.9,28420.1,26380.7,28921.3,32006.1
Jamaica,JAM,"28,08,376","28,11,835","28,13,773","28,20,436","28,27,695","10,831",,35,36.9,55.3,56.5,57.9,-,0.73,0.72,0.72,0.71,0.71,49.7,,1,1.1,0.89,4.6,4.6,28.6,28.8,25.9,27.1,9967.43,10189.64,9240.82,10025.9,1.89,4.6,,6.02,5.46,5.31,5.26,5.41,5.16,5.62,6.03,511,319.9,327.4,12.9,80,,6.02,5.41,6.03,5.41,6.03,26.46,33.3,,11.63,13.3,7.69,9.48,9.18,-,100,,34,34,43,46,0.25,0.22,0.49,0.41,0.14,0.2,-0.16,-0.17,-0.17,-0.03,56.6,70.6,39.4,49,69.1,67.4,50,50,27.6,,2.54,2.7,2.57,3.06,2.85,0.11,,17.5,17.46,17,28.6,28.57,143.5,209.7,266,236.9,209.8
Japan,JPN,"12,69,72,000","12,68,11,000","12,66,33,000","12,62,61,000","12,56,81,593","3,64,485",,37.9,28.3,47.4,46.6,47.1,50.3,0.91,0.92,0.92,0.92,0.93,75.2,,1.68,0.5,-0.24,1.62,1.66,"5,293.00","5,280.30","5,042.30","5,124.00",42116.47,42282.55,42100.26,42940.41,0.58,1.62,,3.55,-,3.15,3.13,3.08,-,-,3.08,"4,405",4256.1,4360.5,8.9,5,,3.59,3.08,-,3.08,-,-,-,,2.8,3.1,2.4,2.8,2.8,-,100,,40,40,56,56,1.12,1.03,1.62,1.4,1.37,1.38,1.57,1.58,1.52,1.57,73.2,95.3,79.2,81.4,72.3,69.9,60,60,39.1,,9.28,9.19,9.1,8.8,8.54,0.17,,9.3,10.11,10,9.9,9.68,45058.5,48535.9,50970.7,51970.8,54123.6
